scenario_name,role,workbook_filename,workbook_sha256,sheet,stream,cell,row_number,column_number,row_label,column_label,period,canonical_period,variable_name,canonical_variable,value,unit,value_type,source_status
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,N65,65,14,2041Q4,post_2020_dummy,2041Q4,2041Q4,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,O65,65,15,2041Q4,trend_index,2041Q4,2041Q4,trend_index,trend_index,160,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,P65,65,16,2041Q4,log_real_gdp_per_capita,2041Q4,2041Q4,log_real_gdp_per_capita,log_real_gdp_per_capita,10.063916750741074,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,Q65,65,17,2041Q4,log_population,2041Q4,2041Q4,log_population,log_population,15.729328472552053,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,R65,65,18,2041Q4,log_unemployment_rate,2041Q4,2041Q4,log_unemployment_rate,log_unemployment_rate,-3.057607674411953,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,S65,65,19,2041Q4,log_real_petrol_price,2041Q4,2041Q4,log_real_petrol_price,log_real_petrol_price,5.469114437490037,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,T65,65,20,2041Q4,log_target_lag_1,2041Q4,2041Q4,log_target_lag_1,log_target_lag_1,7.274419406642765,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,U65,65,21,2041Q4,log_target_lag_4,2041Q4,2041Q4,log_target_lag_4,log_target_lag_4,7.290840385663064,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,V65,65,22,2041Q4,diff_log_target_lag_1_lag_4,2041Q4,2041Q4,diff_log_target_lag_1_lag_4,diff_log_target_lag_1_lag_4,-0.016420979020299598,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,W65,65,23,2041Q4,gdp_petrol_interaction,2041Q4,2041Q4,gdp_petrol_interaction,gdp_petrol_interaction,55.04071239917583,derived interaction,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,X65,65,24,2041Q4,post_2011_x_log_trend,2041Q4,2041Q4,post_2011_x_log_trend,post_2011_x_log_trend,5.075173815233827,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,A66,66,1,2042Q1,period,2042Q1,2042Q1,period,period,2042Q1,system,text,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,B66,66,2,2042Q1,year,2042Q1,2042Q1,year,year,2042,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,C66,66,3,2042Q1,quarter,2042Q1,2042Q1,quarter,quarter,1,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,D66,66,4,2042Q1,horizon,2042Q1,2042Q1,horizon,horizon,65,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,E66,66,5,2042Q1,real_gdp_per_capita_nzd,2042Q1,2042Q1,real_gdp_per_capita_nzd,real_gdp_per_capita_nzd,23497.623730060273,real NZD/person,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,F66,66,6,2042Q1,population,2042Q1,2042Q1,population,population,6804199.9941196125,persons,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,G66,66,7,2042Q1,unemployment_rate,2042Q1,2042Q1,unemployment_rate,unemployment_rate,0.04700000008737684,percentage points,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,H66,66,8,2042Q1,real_petrol_price_cents_per_litre,2042Q1,2042Q1,real_petrol_price_cents_per_litre,real_petrol_price_cents_per_litre,237.1875,cents/litre,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,I66,66,9,2042Q1,target_lag_1,2042Q1,2042Q1,target_lag_1,target_lag_1,1462.402450900921,model target units,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,J66,66,10,2042Q1,target_lag_4,2042Q1,2042Q1,target_lag_4,target_lag_4,1400.9769465001473,model target units,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,K66,66,11,2042Q1,q2_dummy,2042Q1,2042Q1,q2_dummy,q2_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,L66,66,12,2042Q1,q3_dummy,2042Q1,2042Q1,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,M66,66,13,2042Q1,q4_dummy,2042Q1,2042Q1,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,N66,66,14,2042Q1,post_2020_dummy,2042Q1,2042Q1,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,O66,66,15,2042Q1,trend_index,2042Q1,2042Q1,trend_index,trend_index,161,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,P66,66,16,2042Q1,log_real_gdp_per_capita,2042Q1,2042Q1,log_real_gdp_per_capita,log_real_gdp_per_capita,10.06465457714972,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,Q66,66,17,2042Q1,log_population,2042Q1,2042Q1,log_population,log_population,15.73305062567549,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,R66,66,18,2042Q1,log_unemployment_rate,2042Q1,2042Q1,log_unemployment_rate,log_unemployment_rate,-3.0576076754129966,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,S66,66,19,2042Q1,log_real_petrol_price,2042Q1,2042Q1,log_real_petrol_price,log_real_petrol_price,5.468850967589949,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,T66,66,20,2042Q1,log_target_lag_1,2042Q1,2042Q1,log_target_lag_1,log_target_lag_1,7.287835876642765,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,U66,66,21,2042Q1,log_target_lag_4,2042Q1,2042Q1,log_target_lag_4,log_target_lag_4,7.244925091169606,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,V66,66,22,2042Q1,diff_log_target_lag_1_lag_4,2042Q1,2042Q1,diff_log_target_lag_1_lag_4,diff_log_target_lag_1_lag_4,0.04291078547315852,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,W66,66,23,2042Q1,gdp_petrol_interaction,2042Q1,2042Q1,gdp_petrol_interaction,gdp_petrol_interaction,55.04209592270385,derived interaction,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,X66,66,24,2042Q1,post_2011_x_log_trend,2042Q1,2042Q1,post_2011_x_log_trend,post_2011_x_log_trend,5.081404364984463,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,A67,67,1,2042Q2,period,2042Q2,2042Q2,period,period,2042Q2,system,text,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,B67,67,2,2042Q2,year,2042Q2,2042Q2,year,year,2042,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,C67,67,3,2042Q2,quarter,2042Q2,2042Q2,quarter,quarter,2,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,D67,67,4,2042Q2,horizon,2042Q2,2042Q2,horizon,horizon,66,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,E67,67,5,2042Q2,real_gdp_per_capita_nzd,2042Q2,2042Q2,real_gdp_per_capita_nzd,real_gdp_per_capita_nzd,23514.96729487198,real NZD/person,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,F67,67,6,2042Q2,population,2042Q2,2042Q2,population,population,6829573.461050256,persons,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,G67,67,7,2042Q2,unemployment_rate,2042Q2,2042Q2,unemployment_rate,unemployment_rate,0.047000000056794944,percentage points,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,H67,67,8,2042Q2,real_petrol_price_cents_per_litre,2042Q2,2042Q2,real_petrol_price_cents_per_litre,real_petrol_price_cents_per_litre,237.125,cents/litre,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,I67,67,9,2042Q2,target_lag_1,2042Q2,2042Q2,target_lag_1,target_lag_1,1396.774015660647,model target units,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,J67,67,10,2042Q2,target_lag_4,2042Q2,2042Q2,target_lag_4,target_lag_4,1379.0320909930094,model target units,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,K67,67,11,2042Q2,q2_dummy,2042Q2,2042Q2,q2_dummy,q2_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,L67,67,12,2042Q2,q3_dummy,2042Q2,2042Q2,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,M67,67,13,2042Q2,q4_dummy,2042Q2,2042Q2,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,N67,67,14,2042Q2,post_2020_dummy,2042Q2,2042Q2,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,O67,67,15,2042Q2,trend_index,2042Q2,2042Q2,trend_index,trend_index,162,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,P67,67,16,2042Q2,log_real_gdp_per_capita,2042Q2,2042Q2,log_real_gdp_per_capita,log_real_gdp_per_capita,10.065392403558363,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,Q67,67,17,2042Q2,log_population,2042Q2,2042Q2,log_population,log_population,15.736772778798928,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,R67,67,18,2042Q2,log_unemployment_rate,2042Q2,2042Q2,log_unemployment_rate,log_unemployment_rate,-3.0576076760636752,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,S67,67,19,2042Q2,log_real_petrol_price,2042Q2,2042Q2,log_real_petrol_price,log_real_petrol_price,5.468587428255178,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,T67,67,20,2042Q2,log_target_lag_1,2042Q2,2042Q2,log_target_lag_1,log_target_lag_1,7.241920582149308,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,U67,67,21,2042Q2,log_target_lag_4,2042Q2,2042Q2,log_target_lag_4,log_target_lag_4,7.229137148728484,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,V67,67,22,2042Q2,diff_log_target_lag_1_lag_4,2042Q2,2042Q2,diff_log_target_lag_1_lag_4,diff_log_target_lag_1_lag_4,0.012783433420823442,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,W67,67,23,2042Q2,gdp_petrol_interaction,2042Q2,2042Q2,gdp_petrol_interaction,gdp_petrol_interaction,55.04347835855444,derived interaction,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,X67,67,24,2042Q2,post_2011_x_log_trend,2042Q2,2042Q2,post_2011_x_log_trend,post_2011_x_log_trend,5.087596335232384,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,A68,68,1,2042Q3,period,2042Q3,2042Q3,period,period,2042Q3,system,text,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,B68,68,2,2042Q3,year,2042Q3,2042Q3,year,year,2042,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,C68,68,3,2042Q3,quarter,2042Q3,2042Q3,quarter,quarter,3,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,D68,68,4,2042Q3,horizon,2042Q3,2042Q3,horizon,horizon,67,system,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,E68,68,5,2042Q3,real_gdp_per_capita_nzd,2042Q3,2042Q3,real_gdp_per_capita_nzd,real_gdp_per_capita_nzd,23532.323660945807,real NZD/person,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,F68,68,6,2042Q3,population,2042Q3,2042Q3,population,population,6855041.547895752,persons,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,G68,68,7,2042Q3,unemployment_rate,2042Q3,2042Q3,unemployment_rate,unemployment_rate,0.04700000003691671,percentage points,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,H68,68,8,2042Q3,real_petrol_price_cents_per_litre,2042Q3,2042Q3,real_petrol_price_cents_per_litre,real_petrol_price_cents_per_litre,237.0625,cents/litre,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,I68,68,9,2042Q3,target_lag_1,2042Q3,2042Q3,target_lag_1,target_lag_1,1374.8949947200304,model target units,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,J68,68,10,2042Q3,target_lag_4,2042Q3,2042Q3,target_lag_4,target_lag_4,1442.9132030853502,model target units,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,K68,68,11,2042Q3,q2_dummy,2042Q3,2042Q3,q2_dummy,q2_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,L68,68,12,2042Q3,q3_dummy,2042Q3,2042Q3,q3_dummy,q3_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,M68,68,13,2042Q3,q4_dummy,2042Q3,2042Q3,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,N68,68,14,2042Q3,post_2020_dummy,2042Q3,2042Q3,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,O68,68,15,2042Q3,trend_index,2042Q3,2042Q3,trend_index,trend_index,163,,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,P68,68,16,2042Q3,log_real_gdp_per_capita,2042Q3,2042Q3,log_real_gdp_per_capita,log_real_gdp_per_capita,10.066130229967008,log transformed,numeric,materialized_from_workbook_cell
current_comparison_1,comparison,NLTF_forecast_input_template_to_2050Q4_high_population _2_ - Copy.xlsx,6213ce565cf1f4a058a3ea9f1af4d5476a8b0423a4d8747905c3cba128380ce1,PED Inputs,PED,Q68,68,17,2042Q3,log_population,2042Q3,2042Q3,log_population,log_population,15.740494931922365,log transformed,numeric,materialized_from_workbook_cell
